"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url_1","Input.image_A1_url","Input.image_B1_url","Input.image_url_2","Input.image_A2_url","Input.image_B2_url","Input.image_url_3","Input.image_A3_url","Input.image_B3_url","Input.image_url_4","Input.image_A4_url","Input.image_B4_url","Input.image_url_5","Input.image_A5_url","Input.image_B5_url","Input.image_url_6","Input.image_A6_url","Input.image_B6_url","Input.image_url_7","Input.image_A7_url","Input.image_B7_url","Input.image_url_8","Input.image_A8_url","Input.image_B8_url","Input.image_url_9","Input.image_A9_url","Input.image_B9_url","Input.image_url_10","Input.image_A10_url","Input.image_B10_url","Answer.choice1","Answer.choice10","Answer.choice2","Answer.choice3","Answer.choice4","Answer.choice5","Answer.choice6","Answer.choice7","Answer.choice8","Answer.choice9","Approve","Reject"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3DZQRBDBSMVMDXSUDC0M3S322WCS33","A31J4TQIDERVVE","Approved","Fri Oct 26 21:15:46 PDT 2018","Fri Oct 26 21:36:28 PDT 2018","Fri Nov 02 21:36:28 PDT 2018","Sat Oct 27 02:07:09 PDT 2018","","","1242","33% (26/78)","33% (26/78)","33% (26/78)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionA","optionB","optionB","optionA","optionB","optionA","optionB","optionA","optionB","optionA"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3I0BTBYZAY1NSR56TVASJGTWG5U0Y0","A25SORYWGW7RQC","Rejected","Fri Oct 26 21:29:04 PDT 2018","Fri Oct 26 22:29:49 PDT 2018","Fri Nov 02 22:29:49 PDT 2018","","Sat Oct 27 01:59:41 PDT 2018","Dear Madam/Sir,
Thanks for your efforts. But we are afraid that we could not accept part of your assignments. 
As we emphasized in every HIT instructions that ""In each part, you can take up to 6 HITs ... We only give rewards to your first 6 HITs in each part.""","3645","68% (19/28)","68% (19/28)","68% (19/28)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionA","optionA","optionA","optionA","optionA","optionA","optionA","optionB","optionB","optionB"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3KOPY89HM9ITEU94QIR8BRCF6KZJ3S","ADFK3HW4HAH48","Approved","Sun Oct 28 19:25:05 PDT 2018","Sun Oct 28 20:11:10 PDT 2018","Sun Nov 04 19:11:10 PST 2018","Mon Oct 29 01:40:44 PDT 2018","","","2765","100% (20/20)","100% (20/20)","100% (20/20)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionA","optionB","optionA","optionA","optionA","optionA","optionA","optionA","optionA","optionA"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3PH3VY7DJMDG57GWIO5W4IB2N3PWZZ","ATXUM0GBU5MC8","Approved","Fri Oct 26 19:52:20 PDT 2018","Fri Oct 26 20:12:13 PDT 2018","Fri Nov 02 20:12:13 PDT 2018","Sat Oct 27 01:47:17 PDT 2018","","","1193","100% (6/6)","100% (6/6)","100% (6/6)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionB","optionA","optionA","optionB","optionA","optionB","optionB","optionB","optionB","optionA"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3QBD8R3Z22ZSX1J569OWTSL7J6K4OG","A11K4HY613LGHX","Approved","Fri Oct 26 19:38:17 PDT 2018","Fri Oct 26 20:15:27 PDT 2018","Fri Nov 02 20:15:27 PDT 2018","Sat Oct 27 01:56:29 PDT 2018","","","2230","19% (30/156)","19% (30/156)","19% (30/156)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionA","optionB","optionA","optionB","optionA","optionA","optionA","optionA","optionB","optionA"
"3TZ0XG8CBUZNNV58QLQPOUAZLVT98U","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:59:41 PST 2018","","","3RU7GD8VPP9TKMXHBAXTGV637ROSPX","AVT0YEI6ESW25","Approved","Fri Oct 26 20:06:08 PDT 2018","Fri Oct 26 21:02:57 PDT 2018","Fri Nov 02 21:02:57 PDT 2018","Sat Oct 27 02:02:20 PDT 2018","","","3409","92% (24/26)","92% (24/26)","92% (24/26)","R0_105_N_O_original.png","R0_105_N_O_l2diff.png","R0_105_N_O_diff.png","R0_1154_O_N_original.png","R0_1154_O_N_diff.png","R0_1154_O_N_l2diff.png","R0_131_O_A_original.png","R0_131_O_A_diff.png","R0_131_O_A_l2diff.png","R0_26_N_A_original.png","R0_26_N_A_diff.png","R0_26_N_A_l2diff.png","R0_2607_~_O_original.png","R0_2607_~_O_l2diff.png","R0_2607_~_O_diff.png","R0_307_~_A_original.png","R0_307_~_A_diff.png","R0_307_~_A_l2diff.png","R0_559_O_~_original.png","R0_559_O_~_diff.png","R0_559_O_~_l2diff.png","R0_6687_A_~_original.png","R0_6687_A_~_diff.png","R0_6687_A_~_l2diff.png","R0_6955_A_N_original.png","R0_6955_A_N_diff.png","R0_6955_A_N_l2diff.png","R0_71_A_O_original.png","R0_71_A_O_l2diff.png","R0_71_A_O_diff.png","optionA","optionB","optionA","optionA","optionB","optionB","optionA","optionA","optionA","optionA"
"38F60IALAGWOPL9JTNIRMF5TW4KT0R","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:57:06 PST 2018","","","34X6J5FLPUELLVF6OT34OZ5QG4XQJ6","A1E2ADZSSESHHP","Rejected","Fri Oct 26 22:48:53 PDT 2018","Fri Oct 26 23:12:44 PDT 2018","Fri Nov 02 23:12:44 PDT 2018","","Sat Oct 27 01:57:05 PDT 2018","Dear Madam/Sir,
Thanks for your efforts. But we are afraid that we could not accept part of your assignments. 
As we emphasized in every HIT instructions that ""In each part, you can take up to 6 HITs ... We only give rewards to your first 6 HITs in each part.""
Considering you really spent much time on that, we will accept two more HITs of this part for your case.","1431","51% (24/47)","51% (24/47)","51% (24/47)","R0_748_N_~_original.png","R0_748_N_~_diff.png","R0_748_N_~_l2diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2diff.png","R1_1245_O_~_original.png","R1_1245_O_~_diff.png","R1_1245_O_~_l2diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2diff.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2diff.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2diff.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2diff.png","R1_2845_A_O_original.png","R1_2845_A_O_l2diff.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2diff.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_l2diff.png","R1_454_N_A_diff.png","optionA","optionB","optionA","optionA","optionA","optionB","optionB","optionB","optionB","optionB"
"38F60IALAGWOPL9JTNIRMF5TW4KT0R","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:57:06 PST 2018","","","36NEMU28XGTG60HD3ZF2WGFT8ZWMWX","AYJEQZWQZ471L","Approved","Fri Oct 26 19:10:06 PDT 2018","Fri Oct 26 21:03:28 PDT 2018","Fri Nov 02 21:03:28 PDT 2018","Sat Oct 27 01:47:35 PDT 2018","","","6802","100% (20/20)","100% (20/20)","100% (20/20)","R0_748_N_~_original.png","R0_748_N_~_diff.png","R0_748_N_~_l2diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2diff.png","R1_1245_O_~_original.png","R1_1245_O_~_diff.png","R1_1245_O_~_l2diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2diff.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2diff.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2diff.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2diff.png","R1_2845_A_O_original.png","R1_2845_A_O_l2diff.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2diff.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_l2diff.png","R1_454_N_A_diff.png","optionA","optionA","optionA","optionA","optionB","optionA","optionA","optionB","optionA","optionA"
"38F60IALAGWOPL9JTNIRMF5TW4KT0R","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:57:06 PST 2018","","","3A4NIXBJ77F0V65EZL80N5YDAS6LMH","A32DRYN7M7HIZT","Approved","Fri Oct 26 20:12:07 PDT 2018","Fri Oct 26 20:24:12 PDT 2018","Fri Nov 02 20:24:12 PDT 2018","Sat Oct 27 02:01:45 PDT 2018","","","725","93% (41/44)","93% (41/44)","178% (41/23)","R0_748_N_~_original.png","R0_748_N_~_diff.png","R0_748_N_~_l2diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2diff.png","R1_1245_O_~_original.png","R1_1245_O_~_diff.png","R1_1245_O_~_l2diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2diff.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2diff.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2diff.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2diff.png","R1_2845_A_O_original.png","R1_2845_A_O_l2diff.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2diff.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_l2diff.png","R1_454_N_A_diff.png","optionB","optionA","optionA","optionA","optionA","optionA","optionB","optionA","optionA","optionA"
"38F60IALAGWOPL9JTNIRMF5TW4KT0R","3BS7Z4CKG2YSKSLVDJ5LUIHD0O5QYI","Choose one image from two images","Choose one image from two images that more similar to the given reference image","image, comparison, choose, abtest","$0.30","Fri Oct 26 13:33:58 PDT 2018","6","BatchId:3413944;OriginalHitTemplateId:926158629;","18000","604800","Mon Nov 26 00:57:06 PST 2018","","","3C5W7UE9CG6VV0M3D4BOYZT0H1EMX2","A11K4HY613LGHX","Approved","Fri Oct 26 19:57:39 PDT 2018","Fri Oct 26 20:24:30 PDT 2018","Fri Nov 02 20:24:30 PDT 2018","Sat Oct 27 01:56:29 PDT 2018","","","1611","19% (30/156)","19% (30/156)","19% (30/156)","R0_748_N_~_original.png","R0_748_N_~_diff.png","R0_748_N_~_l2diff.png","R0_761_~_N_original.png","R0_761_~_N_diff.png","R0_761_~_N_l2diff.png","R1_1245_O_~_original.png","R1_1245_O_~_diff.png","R1_1245_O_~_l2diff.png","R1_1567_~_O_original.png","R1_1567_~_O_l2diff.png","R1_1567_~_O_diff.png","R1_1723_O_N_original.png","R1_1723_O_N_l2diff.png","R1_1723_O_N_diff.png","R1_1893_O_A_original.png","R1_1893_O_A_l2diff.png","R1_1893_O_A_diff.png","R1_272_N_O_original.png","R1_272_N_O_diff.png","R1_272_N_O_l2diff.png","R1_2845_A_O_original.png","R1_2845_A_O_l2diff.png","R1_2845_A_O_diff.png","R1_3310_A_N_original.png","R1_3310_A_N_l2diff.png","R1_3310_A_N_diff.png","R1_454_N_A_original.png","R1_454_N_A_l2diff.png","R1_454_N_A_diff.png","optionA","optionB","optionA","optionA","optionB","optionA","optionA","optionA","optionB","optionB"
