"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image_A_url","Input.image_B_url","Input.image_C_url","Answer.choice","Approve","Reject"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","32EYX73OY1PUBC50D7WI0RO6RYSURK","AD86DUCATIFJ6","Approved","Mon Oct 22 11:02:48 PDT 2018","Mon Oct 22 11:03:54 PDT 2018","Mon Oct 29 11:03:54 PDT 2018","Mon Oct 22 19:51:57 PDT 2018","","","66","100% (18/18)","100% (18/18)","100% (18/18)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionC"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3ERET4BTVNPA4G42PCSU3JFEJKWK9W","A3PABOW1OQ9MX1","Rejected","Mon Oct 22 09:09:15 PDT 2018","Mon Oct 22 09:11:53 PDT 2018","Mon Oct 29 09:11:53 PDT 2018","","Mon Oct 22 10:40:05 PDT 2018","Dear Madam/Sir,
Sorry, you did not give correct answers for all questions that we have known the correct answers. Since we require more accurate data for scientific research, thus, we are afraid that we can not accept this round of your submissions. Still thanks for your efforts very much!","158","0% (0/44)","0% (0/44)","0% (0/44)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionB"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3IXEICO793ZMPGSRLE3AK0B8CWG6TE","A289QQE6F6EZZE","Approved","Mon Oct 22 09:12:55 PDT 2018","Mon Oct 22 09:13:06 PDT 2018","Mon Oct 29 09:13:06 PDT 2018","Mon Oct 22 10:20:26 PDT 2018","","","11","100% (6/6)","100% (6/6)","100% (6/6)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionA"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3LJ7UR74RITAFGJT5UOJE3L2RNO4NQ","AYV524MS3U9QU","Approved","Mon Oct 22 09:12:57 PDT 2018","Mon Oct 22 09:27:40 PDT 2018","Mon Oct 29 09:27:40 PDT 2018","Mon Oct 22 10:25:36 PDT 2018","","","883","100% (36/36)","100% (36/36)","100% (36/36)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionB"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3LYA37P8IR3TS9JZNW6QUPA47LMBKM","A2SBISQJE2ZPJQ","Approved","Mon Oct 22 10:40:56 PDT 2018","Mon Oct 22 10:41:52 PDT 2018","Mon Oct 29 10:41:52 PDT 2018","Mon Oct 22 10:46:21 PDT 2018","","","56","100% (4/4)","100% (4/4)","100% (4/4)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionA"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3OVR4I9USQZVIDWLLMG0IXG7WYB4QD","A1Q2PXYUSNBCD2","Approved","Mon Oct 22 09:13:01 PDT 2018","Mon Oct 22 09:13:06 PDT 2018","Mon Oct 29 09:13:06 PDT 2018","Mon Oct 22 10:57:56 PDT 2018","","","5","100% (43/43)","100% (43/43)","100% (43/43)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionA"
"371Q3BEXDHOKC62U8HQTI9CTBHFZS3","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","7","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3TPWUS5F8AH3XE5MQALOTKAHCC8WCL","A13AA4ZKU2F2D0","Rejected","Mon Oct 22 09:11:48 PDT 2018","Mon Oct 22 09:14:01 PDT 2018","Mon Oct 29 09:14:01 PDT 2018","","Mon Oct 22 10:55:07 PDT 2018","Dear Madam/Sir,
Sorry, you did not give correct answers for all questions that we have known the correct answers. Since we require more accurate data for scientific research, thus, we are afraid that we can not accept this round of your submissions. Still thanks for your efforts very much!","133","0% (0/41)","0% (0/41)","0% (0/41)","R4_original.png","R4_diff.png","R4_l2diff.png","R4_l2.png","optionA"
"366FYU4PTG4ODSYQ7L3E6DK16HUEKW","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","8","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","33M4IA01QHHMSGZVIC75KYNALG9RX9","ASWZO1WY1UHEP","Approved","Mon Oct 22 11:02:40 PDT 2018","Mon Oct 22 11:02:47 PDT 2018","Mon Oct 29 11:02:47 PDT 2018","Mon Oct 22 11:16:19 PDT 2018","","","7","100% (4/4)","100% (4/4)","100% (4/4)","KAQ_1.png","KAQ_1_F2.png","KAQ_1_F1.png","KAQ_1_T.png","optionC"
"366FYU4PTG4ODSYQ7L3E6DK16HUEKW","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","8","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","34QN5IT0T078DLEOGRCYK35ULG880P","A3PABOW1OQ9MX1","Rejected","Mon Oct 22 09:09:22 PDT 2018","Mon Oct 22 09:12:15 PDT 2018","Mon Oct 29 09:12:15 PDT 2018","","Mon Oct 22 10:40:06 PDT 2018","Dear Madam/Sir,
Sorry, you did not give correct answers for all questions that we have known the correct answers. Since we require more accurate data for scientific research, thus, we are afraid that we can not accept this round of your submissions. Still thanks for your efforts very much!","173","0% (0/44)","0% (0/44)","0% (0/44)","KAQ_1.png","KAQ_1_F2.png","KAQ_1_F1.png","KAQ_1_T.png","optionB"
"366FYU4PTG4ODSYQ7L3E6DK16HUEKW","3NJNX96T4KHPDPNF40RBYDF9GRWGO1","Choose one image from three images","Choose one image from three images that more similar to the given reference image","image, comparison, choose, abtest","$0.01","Mon Oct 22 09:07:49 PDT 2018","8","BatchId:3408816;OriginalHitTemplateId:926158629;","18000","604800","Wed Nov 21 09:40:06 PST 2018","","","3BXQMRHWK0E3EWS88Z01ESUWLA1MUU","A13AA4ZKU2F2D0","Rejected","Mon Oct 22 09:12:12 PDT 2018","Mon Oct 22 09:16:25 PDT 2018","Mon Oct 29 09:16:25 PDT 2018","","Mon Oct 22 10:55:07 PDT 2018","Dear Madam/Sir,
Sorry, you did not give correct answers for all questions that we have known the correct answers. Since we require more accurate data for scientific research, thus, we are afraid that we can not accept this round of your submissions. Still thanks for your efforts very much!","253","0% (0/41)","0% (0/41)","0% (0/41)","KAQ_1.png","KAQ_1_F2.png","KAQ_1_F1.png","KAQ_1_T.png","optionA"
